,FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attemps_fighter,TOTAL STR._landed_fighter,TOTAL STR._attemps_fighter,TD_landed_fighter,TD_attemps_fighter,HEAD_landed_fighter,HEAD_attemps_fighter,BODY_landed_fighter,BODY_attemps_fighter,LEG_landed_fighter,LEG_attemps_fighter,DISTANCE_landed_fighter,DISTANCE_attemps_fighter,CLINCH_landed_fighter,CLINCH_attemps_fighter,GROUND_landed_fighter,GROUND_attemps_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attemps_opponent,TOTAL STR._landed_opponent,TOTAL STR._attemps_opponent,TD_landed_opponent,TD_attemps_opponent,HEAD_landed_opponent,HEAD_attemps_opponent,BODY_landed_opponent,BODY_attemps_opponent,LEG_landed_opponent,LEG_attemps_opponent,DISTANCE_landed_opponent,DISTANCE_attemps_opponent,CLINCH_landed_opponent,CLINCH_attemps_opponent,GROUND_landed_opponent,GROUND_attemps_opponent
1259,Raquel Pennington,67.0,145.0,67.0,Orthodox,16,11,0,5,0,13540,0.0,10.0,1.0,3182,886,1749,1267,2190,15,53,505,1287,278,345,103,117,533,1311,294,364,59,74,0.0,1.0,1.0,3260.0,741.0,1982.0,1197.0,2504.0,19.0,52.0,400.0,1443.0,231.0,382.0,110.0,157.0,492.0,1623.0,234.0,339.0,15.0,20.0
1260,Rashad Coulter,71.0,205.0,76.0,Orthodox,4,1,0,3,0,2224,1.0,0.0,0.0,51,174,316,193,336,0,3,140,281,26,27,8,8,120,245,52,66,2,5,2.0,2.0,0.0,774.0,257.0,520.0,306.0,583.0,3.0,7.0,152.0,391.0,41.0,48.0,64.0,81.0,173.0,402.0,46.0,68.0,38.0,50.0
1261,Rashad Evans,72.0,205.0,75.0,Orthodox,23,14,0,9,0,17316,4.0,0.0,1.0,4837,614,1635,923,1986,53,125,484,1446,87,136,43,53,359,1208,116,196,139,231,6.0,10.0,0.0,1048.0,710.0,1981.0,973.0,2270.0,14.0,53.0,444.0,1591.0,168.0,260.0,98.0,130.0,500.0,1641.0,188.0,309.0,22.0,31.0
1262,Rashid Magomedov,69.0,155.0,70.0,Orthodox,6,5,0,1,0,5397,5.0,1.0,0.0,463,396,807,501,927,4,7,212,534,118,189,66,84,326,712,48,62,22,33,0.0,1.0,0.0,993.0,274.0,604.0,329.0,674.0,3.0,28.0,77.0,340.0,85.0,133.0,112.0,131.0,209.0,507.0,65.0,95.0,0.0,2.0
1263,Raulian Paiva,68.0,135.0,69.0,Orthodox,7,3,0,4,0,4640,1.0,1.0,0.0,476,301,752,347,807,3,16,176,571,80,125,45,56,274,709,18,26,9,17,2.0,0.0,1.0,587.0,358.0,747.0,403.0,797.0,12.0,47.0,225.0,577.0,72.0,102.0,61.0,68.0,316.0,691.0,13.0,19.0,29.0,37.0
1264,Ray Borg,64.0,135.0,63.0,Orthodox,12,7,0,5,0,10408,0.0,12.0,5.0,4725,263,504,468,735,45,90,188,402,67,89,8,13,90,269,61,88,112,147,0.0,3.0,7.0,3205.0,334.0,646.0,699.0,1057.0,24.0,45.0,167.0,438.0,125.0,158.0,42.0,50.0,164.0,446.0,86.0,108.0,84.0,92.0
1265,Ray Rodriguez,67.0,135.0,70.0,Orthodox,2,0,0,2,0,528,0.0,0.0,0.0,12,4,23,16,40,1,1,2,19,1,3,1,1,4,23,0,0,0,0,0.0,2.0,0.0,420.0,9.0,16.0,43.0,68.0,2.0,4.0,0.0,5.0,1.0,2.0,8.0,9.0,9.0,16.0,0.0,0.0,0.0,0.0
1266,Reginaldo Vieira,67.0,135.0,65.0,Orthodox,3,1,0,2,0,2284,0.0,2.0,0.0,556,143,351,235,450,5,18,76,261,35,49,32,41,101,293,17,26,25,32,2.0,4.0,0.0,199.0,110.0,269.0,149.0,319.0,3.0,4.0,78.0,220.0,26.0,38.0,6.0,11.0,78.0,220.0,24.0,34.0,8.0,15.0
1267,Renan Barao,66.0,145.0,70.0,Orthodox,17,9,0,8,0,14118,4.0,5.0,0.0,2223,922,2508,1216,2821,24,59,538,1893,211,376,173,239,772,2279,107,160,43,69,4.0,2.0,0.0,1681.0,957.0,2279.0,1238.0,2584.0,3.0,40.0,654.0,1854.0,178.0,270.0,125.0,155.0,816.0,2086.0,84.0,119.0,57.0,74.0
1268,Renato Moicano,71.0,155.0,72.0,Orthodox,14,9,0,5,0,7592,1.0,6.0,0.0,920,601,1262,681,1353,14,30,422,1030,59,91,120,141,544,1179,18,23,39,60,3.0,1.0,0.0,974.0,515.0,1310.0,580.0,1379.0,8.0,31.0,336.0,1076.0,90.0,126.0,89.0,108.0,420.0,1178.0,19.0,27.0,76.0,105.0
1269,Renato Sobral,73.0,205.0,75.0,Orthodox,10,6,0,4,0,4841,0.0,17.0,1.0,2484,162,310,439,626,16,24,110,246,25,33,27,31,37,90,20,31,105,189,5.0,0.0,0.0,1400.0,101.0,205.0,407.0,539.0,5.0,10.0,82.0,181.0,12.0,16.0,7.0,8.0,39.0,95.0,11.0,16.0,51.0,94.0
1270,Renee Forte,67.0,155.0,71.0,Orthodox,4,1,0,3,0,2711,1.0,0.0,0.0,976,94,292,143,348,7,12,64,243,17,33,13,16,48,203,21,38,25,51,1.0,1.0,0.0,434.0,96.0,262.0,124.0,293.0,6.0,18.0,58.0,189.0,18.0,37.0,20.0,36.0,61.0,206.0,21.0,32.0,14.0,24.0
1271,Reuben Duran,67.0,135.0,71.0,Orthodox,4,1,0,3,0,2762,0.0,2.0,0.0,948,147,300,270,430,3,13,76,223,46,52,25,25,84,220,44,53,19,27,3.0,4.0,0.0,612.0,120.0,244.0,282.0,420.0,6.0,8.0,63.0,167.0,30.0,37.0,27.0,40.0,66.0,175.0,27.0,35.0,27.0,34.0
1272,Reza Madadi,71.0,155.0,73.0,Orthodox,7,3,0,4,0,5397,0.0,3.0,0.0,1363,226,486,348,622,19,56,186,433,33,42,7,11,143,372,48,72,35,42,1.0,1.0,1.0,963.0,298.0,902.0,389.0,1018.0,2.0,19.0,201.0,758.0,73.0,113.0,24.0,31.0,236.0,792.0,39.0,67.0,23.0,43.0
1273,Rhys McKee,74.0,170.0,78.0,Orthodox,2,0,0,2,0,1089,0.0,0.0,0.0,12,124,230,133,242,0,3,81,179,36,42,7,9,117,220,6,9,1,1,0.0,1.0,0.0,333.0,216.0,383.0,276.0,458.0,4.0,5.0,186.0,348.0,21.0,26.0,9.0,9.0,145.0,281.0,22.0,29.0,49.0,73.0
1274,Ricardo Almeida,72.0,170.0,74.0,Orthodox,11,6,0,5,0,6801,0.0,11.0,0.0,3198,255,478,426,667,32,84,156,358,64,75,35,45,116,261,37,55,102,162,2.0,9.0,1.0,1346.0,154.0,375.0,479.0,724.0,8.0,13.0,67.0,272.0,47.0,54.0,40.0,49.0,68.0,238.0,59.0,85.0,27.0,52.0
1275,Ricardo Funch,70.0,170.0,74.0,Southpaw,4,0,0,4,0,2182,0.0,0.0,0.0,640,95,146,139,196,3,16,34,74,14,23,47,49,35,80,42,48,18,18,2.0,9.0,0.0,955.0,130.0,217.0,233.0,330.0,8.0,20.0,93.0,174.0,25.0,30.0,12.0,13.0,47.0,108.0,52.0,68.0,31.0,41.0
1276,Ricardo Lamas,68.0,145.0,71.0,Orthodox,17,11,0,6,0,10507,2.0,10.0,7.0,2407,600,1211,792,1409,21,68,295,807,125,155,180,249,392,951,110,123,98,137,4.0,7.0,0.0,2285.0,550.0,1271.0,845.0,1595.0,18.0,31.0,357.0,994.0,120.0,180.0,73.0,97.0,406.0,1077.0,95.0,135.0,49.0,59.0
1277,Ricardo Ramos,69.0,145.0,72.0,Orthodox,10,7,0,3,0,5933,3.0,4.0,0.0,693,328,859,367,902,17,29,209,661,63,108,56,90,278,791,26,33,24,35,1.0,1.0,2.0,634.0,378.0,898.0,458.0,997.0,6.0,22.0,228.0,695.0,68.0,104.0,82.0,99.0,334.0,832.0,20.0,28.0,24.0,38.0
1278,Ricardo Romero,72.0,205.0,76.0,Orthodox,3,1,0,2,0,553,0.0,2.0,1.0,239,20,36,25,42,1,10,14,30,6,6,0,0,7,20,0,1,13,15,3.0,2.0,0.0,88.0,44.0,82.0,60.0,101.0,0.0,1.0,36.0,73.0,6.0,6.0,2.0,3.0,15.0,37.0,12.0,18.0,17.0,27.0
1279,Rich Attonito,70.0,170.0,72.0,Orthodox,5,3,0,2,0,3635,2.0,0.0,1.0,927,138,288,256,423,3,8,91,233,25,31,22,24,61,169,12,20,65,99,0.0,1.0,0.0,927.0,129.0,316.0,205.0,415.0,7.0,28.0,69.0,223.0,26.0,52.0,34.0,41.0,74.0,251.0,25.0,28.0,30.0,37.0
1280,Rich Clementi,69.0,155.0,72.0,Southpaw,10,5,0,5,0,6571,0.0,8.0,3.0,1497,171,459,486,828,14,33,95,364,27,35,49,60,117,375,31,52,23,32,4.0,13.0,1.0,2069.0,256.0,687.0,425.0,879.0,17.0,23.0,153.0,565.0,49.0,63.0,54.0,59.0,164.0,541.0,58.0,80.0,34.0,66.0
1281,Rich Franklin,73.0,185.0,76.0,Southpaw,20,14,0,6,0,12144,10.0,2.0,3.0,2253,856,1970,1090,2229,14,22,559,1608,198,253,99,109,596,1575,151,226,109,169,8.0,8.0,0.0,1539.0,415.0,1134.0,634.0,1389.0,19.0,53.0,231.0,879.0,109.0,162.0,75.0,93.0,247.0,877.0,120.0,169.0,48.0,88.0
1282,Richard Walsh,72.0,170.0,73.0,Orthodox,6,2,0,4,0,4639,3.0,1.0,0.0,1391,297,635,510,870,8,20,186,478,52,84,59,73,159,445,73,109,65,81,0.0,3.0,0.0,1204.0,210.0,511.0,345.0,671.0,10.0,30.0,126.0,389.0,41.0,62.0,43.0,60.0,158.0,426.0,38.0,66.0,14.0,19.0
1283,Richie Smullen,69.0,155.0,68.0,Orthodox,1,0,0,1,0,212,0.0,0.0,0.0,100,7,9,15,17,2,3,3,5,1,1,3,3,3,5,0,0,4,4,1.0,1.0,1.0,61.0,8.0,23.0,8.0,23.0,1.0,1.0,8.0,22.0,0.0,1.0,0.0,0.0,8.0,20.0,0.0,1.0,0.0,2.0
1284,Richie Vaculik,66.0,125.0,69.0,Orthodox,4,1,0,3,0,2701,0.0,3.0,2.0,536,166,355,240,435,9,20,107,280,31,43,28,32,132,313,23,30,11,12,1.0,0.0,4.0,834.0,184.0,432.0,248.0,504.0,13.0,19.0,118.0,350.0,38.0,51.0,28.0,31.0,144.0,378.0,10.0,15.0,30.0,39.0
1285,Rick Story,69.0,170.0,71.0,Southpaw,19,12,0,7,0,14233,6.0,14.0,5.0,4497,901,2158,1378,2659,40,83,465,1586,312,432,124,140,548,1606,201,312,152,240,1.0,14.0,4.0,2359.0,515.0,1374.0,821.0,1698.0,28.0,76.0,336.0,1118.0,108.0,168.0,71.0,88.0,395.0,1173.0,94.0,165.0,26.0,36.0
1286,Ricky Glenn,72.0,155.0,70.0,Southpaw,8,4,0,4,0,6337,3.0,3.0,0.0,1204,426,973,574,1142,4,29,274,736,105,172,47,65,233,694,69,102,124,177,1.0,3.0,1.0,1614.0,411.0,861.0,623.0,1105.0,14.0,44.0,299.0,704.0,95.0,135.0,17.0,22.0,287.0,691.0,63.0,86.0,61.0,84.0
1287,Ricky Rainey,73.0,170.0,77.0,Switch,2,0,0,2,0,630,0.0,0.0,0.0,5,25,56,27,58,0,1,12,37,6,8,7,11,21,46,4,10,0,0,1.0,0.0,0.0,53.0,44.0,80.0,52.0,88.0,2.0,4.0,27.0,62.0,9.0,9.0,8.0,9.0,27.0,58.0,0.0,1.0,17.0,21.0
1288,Ricky Simon,66.0,135.0,69.0,Orthodox,9,7,0,2,0,6420,3.0,3.0,1.0,2409,323,759,459,918,41,82,215,620,58,82,50,57,230,637,38,48,55,74,2.0,0.0,1.0,268.0,330.0,910.0,398.0,989.0,9.0,36.0,230.0,776.0,61.0,82.0,39.0,52.0,290.0,843.0,29.0,51.0,11.0,16.0
1289,Ricky Turcios,69.0,135.0,71.0,Orthodox,3,2,0,1,0,2700,1.0,1.0,4.0,529,195,521,398,740,4,11,162,466,20,40,13,15,122,429,27,38,46,54,1.0,0.0,1.0,760.0,161.0,320.0,197.0,366.0,13.0,24.0,110.0,253.0,20.0,30.0,31.0,37.0,128.0,276.0,14.0,20.0,19.0,24.0
1290,Riki Fukuda,72.0,185.0,73.0,Southpaw,5,2,0,3,0,4500,0.0,0.0,0.0,1101,350,757,617,1052,13,29,196,546,54,79,100,132,272,646,63,89,15,22,0.0,1.0,0.0,23.0,290.0,809.0,346.0,868.0,1.0,4.0,191.0,663.0,50.0,74.0,49.0,72.0,257.0,760.0,33.0,49.0,0.0,0.0
1291,Roan Carneiro,71.0,170.0,76.0,Orthodox,9,4,0,5,0,5268,0.0,9.0,2.0,2279,133,277,311,467,18,38,98,236,18,24,17,17,61,168,25,31,47,78,1.0,3.0,3.0,1277.0,147.0,424.0,400.0,690.0,1.0,6.0,89.0,342.0,33.0,50.0,25.0,32.0,61.0,267.0,24.0,35.0,62.0,122.0
1292,Rob Broughton,74.0,265.0,74.0,Orthodox,3,1,0,2,0,2503,0.0,9.0,1.0,306,118,196,314,428,0,1,73,147,22,22,23,27,78,153,11,13,29,30,0.0,0.0,0.0,1402.0,106.0,219.0,161.0,289.0,11.0,15.0,73.0,180.0,12.0,16.0,21.0,23.0,64.0,147.0,10.0,12.0,32.0,60.0
1293,Rob Emerson,69.0,155.0,70.0,Orthodox,7,3,0,3,1,4445,2.0,2.0,0.0,660,185,602,243,668,10,19,104,508,21,28,60,66,138,519,27,49,20,34,1.0,5.0,2.0,1314.0,210.0,597.0,326.0,725.0,13.0,38.0,130.0,495.0,42.0,56.0,38.0,46.0,130.0,455.0,37.0,59.0,43.0,83.0
1294,Rob Font,68.0,135.0,71.0,Orthodox,14,9,0,5,0,10509,6.0,5.0,2.0,956,1118,2418,1217,2527,12,32,825,2051,206,266,87,101,987,2250,75,94,56,74,5.0,2.0,1.0,1703.0,692.0,1612.0,824.0,1760.0,18.0,40.0,442.0,1265.0,111.0,168.0,139.0,179.0,579.0,1453.0,36.0,51.0,77.0,108.0
1295,Rob Kimmons,70.0,185.0,73.0,Orthodox,7,3,0,4,0,3032,0.0,8.0,1.0,799,94,193,307,421,7,15,61,150,27,37,6,6,26,86,45,74,23,33,2.0,6.0,1.0,1738.0,242.0,393.0,536.0,732.0,6.0,8.0,133.0,270.0,94.0,107.0,15.0,16.0,49.0,126.0,93.0,125.0,100.0,142.0
1296,Rob MacDonald,75.0,205.0,78.0,Orthodox,3,1,0,2,0,501,0.0,3.0,0.0,188,15,30,23,40,4,5,13,28,0,0,2,2,4,12,2,5,9,13,1.0,3.0,0.0,149.0,17.0,32.0,50.0,67.0,1.0,5.0,8.0,21.0,2.0,3.0,7.0,8.0,8.0,18.0,6.0,10.0,3.0,4.0
1297,Rob Wilkinson,75.0,185.0,80.0,Orthodox,2,0,0,2,0,1007,0.0,0.0,0.0,384,46,92,67,117,5,20,17,52,9,16,20,24,29,69,17,23,0,0,4.0,1.0,0.0,29.0,95.0,156.0,114.0,176.0,0.0,0.0,71.0,130.0,20.0,20.0,4.0,6.0,46.0,88.0,38.0,46.0,11.0,22.0
1298,Robbie Lawler,71.0,170.0,74.0,Southpaw,24,14,0,10,0,19067,9.0,0.0,4.0,1929,1326,2750,1589,3025,17,23,1004,2361,265,323,57,66,923,2170,284,399,119,181,2.0,6.0,0.0,3381.0,1648.0,3950.0,1967.0,4293.0,38.0,108.0,1049.0,3152.0,331.0,466.0,268.0,332.0,1318.0,3461.0,292.0,436.0,38.0,53.0
1299,Robert McDaniel,75.0,185.0,75.0,Southpaw,3,1,0,2,0,1942,0.0,3.0,2.0,685,53,120,136,205,2,4,34,86,10,18,9,16,32,93,8,10,13,17,0.0,2.0,1.0,482.0,64.0,148.0,86.0,171.0,4.0,8.0,30.0,101.0,15.0,26.0,19.0,21.0,40.0,115.0,9.0,12.0,15.0,21.0
1300,Robert Peralta,68.0,145.0,71.0,Orthodox,8,4,0,3,1,5216,4.0,0.0,1.0,534,302,677,453,841,4,6,121,462,71,96,110,119,196,538,80,108,26,31,0.0,3.0,1.0,2060.0,258.0,542.0,372.0,667.0,16.0,45.0,89.0,330.0,69.0,91.0,100.0,121.0,146.0,394.0,69.0,86.0,43.0,62.0
1301,Robert Sanchez,66.0,125.0,66.0,Orthodox,3,1,0,2,0,1246,0.0,1.0,0.0,515,20,49,135,184,5,8,13,37,6,10,1,2,6,27,1,4,13,18,1.0,2.0,0.0,559.0,37.0,69.0,102.0,143.0,2.0,4.0,28.0,58.0,7.0,7.0,2.0,4.0,6.0,26.0,7.0,8.0,24.0,35.0
1302,Robert Whiteford,69.0,145.0,69.0,Southpaw,5,2,0,3,0,3321,1.0,0.0,1.0,686,129,277,230,399,7,23,79,208,31,45,19,24,103,238,16,25,10,14,0.0,7.0,0.0,841.0,110.0,297.0,212.0,409.0,11.0,20.0,77.0,251.0,15.0,26.0,18.0,20.0,68.0,234.0,5.0,12.0,37.0,51.0
1303,Robert Whittaker,72.0,185.0,73.0,Orthodox,19,15,0,4,0,16439,10.0,0.0,0.0,1538,1227,2911,1407,3101,15,40,855,2402,143,235,229,274,1048,2618,91,151,88,142,7.0,1.0,2.0,1252.0,893.0,2294.0,1112.0,2536.0,11.0,69.0,501.0,1736.0,170.0,285.0,222.0,273.0,753.0,2099.0,97.0,144.0,43.0,51.0
1304,Rodney Wallace,69.0,205.0,72.0,Switch,3,0,0,3,0,2700,0.0,3.0,1.0,677,51,110,88,158,18,33,41,96,10,14,0,0,22,55,18,33,11,22,1.0,0.0,3.0,1392.0,155.0,283.0,373.0,521.0,5.0,7.0,93.0,210.0,44.0,54.0,18.0,19.0,23.0,81.0,37.0,58.0,95.0,144.0
1305,Rodolfo Vieira,72.0,185.0,73.0,Orthodox,5,3,0,2,0,2771,0.0,3.0,0.0,939,167,308,203,351,12,43,136,274,9,12,22,22,144,268,6,8,17,32,0.0,2.0,2.0,129.0,235.0,469.0,319.0,563.0,0.0,3.0,182.0,394.0,48.0,69.0,5.0,6.0,209.0,437.0,20.0,25.0,6.0,7.0
1306,Rodrigo Damm,67.0,155.0,71.0,Orthodox,7,3,0,4,0,5378,0.0,2.0,0.0,276,346,945,354,961,3,17,246,792,40,69,60,84,332,923,11,17,3,5,2.0,1.0,1.0,200.0,529.0,1252.0,552.0,1279.0,1.0,12.0,331.0,969.0,99.0,159.0,99.0,124.0,505.0,1213.0,18.0,31.0,6.0,8.0
1307,Rodrigo Nascimento,74.0,246.0,80.0,Orthodox,4,3,0,1,0,1759,0.0,2.0,0.0,783,118,225,188,303,5,12,87,192,16,18,15,15,102,204,11,15,5,6,2.0,0.0,1.0,213.0,162.0,275.0,291.0,410.0,0.0,0.0,108.0,211.0,30.0,37.0,24.0,27.0,122.0,228.0,26.0,28.0,14.0,19.0
1308,Roger Bowling,69.0,155.0,68.0,Orthodox,3,0,0,2,1,1464,0.0,3.0,0.0,231,79,213,95,231,5,7,51,169,13,21,15,23,67,198,5,8,7,7,1.0,0.0,0.0,230.0,119.0,233.0,133.0,247.0,6.0,8.0,86.0,196.0,21.0,25.0,12.0,12.0,72.0,178.0,22.0,26.0,25.0,29.0
1309,Roger Gracie,76.0,185.0,79.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,206,12,29,14,31,2,4,8,22,3,5,1,2,5,22,6,6,1,1,0.0,0.0,1.0,371.0,54.0,92.0,101.0,145.0,2.0,4.0,21.0,49.0,10.0,13.0,23.0,30.0,25.0,55.0,18.0,20.0,11.0,17.0
1310,Roger Huerta,69.0,155.0,70.0,Orthodox,8,6,0,2,0,5490,0.0,3.0,5.0,2033,333,911,619,1276,13,28,258,790,43,75,32,46,148,566,44,88,141,257,1.0,10.0,5.0,1171.0,213.0,491.0,402.0,726.0,18.0,38.0,151.0,400.0,41.0,60.0,21.0,31.0,135.0,368.0,39.0,65.0,39.0,58.0
1311,Rogerio Bontorin,65.0,125.0,67.0,Orthodox,6,2,0,3,1,4071,0.0,4.0,1.0,1154,163,311,239,397,13,21,114,254,23,28,26,29,132,272,15,18,16,21,1.0,3.0,1.0,923.0,214.0,447.0,348.0,590.0,14.0,27.0,126.0,332.0,73.0,93.0,15.0,22.0,142.0,348.0,37.0,45.0,35.0,54.0
1312,Rogerio Nogueira,74.0,205.0,75.0,Southpaw,13,6,0,7,0,7365,4.0,2.0,3.0,386,341,932,460,1070,1,1,262,822,64,94,15,16,245,785,44,74,52,73,2.0,5.0,2.0,2132.0,396.0,874.0,575.0,1092.0,23.0,64.0,264.0,704.0,69.0,92.0,63.0,78.0,235.0,641.0,37.0,70.0,124.0,163.0
1313,Roland Delorme,69.0,135.0,71.0,Orthodox,7,3,0,3,1,3946,2.0,7.0,3.0,810,150,339,303,508,11,32,87,254,44,59,19,26,98,276,20,21,32,42,1.0,4.0,6.0,1550.0,284.0,476.0,400.0,616.0,4.0,7.0,227.0,415.0,24.0,26.0,33.0,35.0,198.0,346.0,27.0,35.0,59.0,95.0
1314,Rolando Delgado,75.0,155.0,77.0,Orthodox,3,1,0,2,0,1540,1.0,6.0,1.0,499,40,100,99,165,2,9,19,68,18,27,3,5,25,74,7,15,8,11,2.0,3.0,2.0,508.0,47.0,125.0,108.0,190.0,1.0,1.0,36.0,109.0,4.0,8.0,7.0,8.0,13.0,68.0,2.0,3.0,32.0,54.0
1315,Rolando Dy,68.0,145.0,69.0,Orthodox,4,1,0,3,0,2980,1.0,0.0,1.0,205,151,401,166,417,1,5,91,307,43,70,17,24,117,354,27,36,7,11,2.0,1.0,0.0,771.0,222.0,466.0,286.0,537.0,7.0,22.0,155.0,386.0,39.0,50.0,28.0,30.0,170.0,382.0,25.0,41.0,27.0,43.0
1316,Roman Bogatov,68.0,155.0,73.0,Orthodox,1,0,0,1,0,900,0.0,0.0,1.0,367,50,117,81,155,1,11,24,82,20,29,6,6,37,96,6,7,7,14,0.0,0.0,0.0,94.0,66.0,119.0,116.0,181.0,1.0,2.0,56.0,106.0,6.0,9.0,4.0,4.0,42.0,89.0,10.0,12.0,14.0,18.0
1317,Roman Dolidze,74.0,185.0,76.0,Orthodox,7,6,0,1,0,3823,4.0,9.0,1.0,1339,167,348,342,573,9,17,105,262,27,49,35,37,119,271,19,36,29,41,0.0,1.0,0.0,332.0,131.0,309.0,194.0,394.0,8.0,12.0,62.0,216.0,29.0,48.0,40.0,45.0,111.0,281.0,9.0,12.0,11.0,16.0
1318,Roman Kopylov,72.0,185.0,75.0,Southpaw,3,1,0,2,0,2410,2.0,0.0,0.0,28,138,310,158,336,1,3,86,248,34,44,18,18,127,294,6,8,5,8,0.0,2.0,0.0,451.0,153.0,383.0,238.0,513.0,2.0,16.0,97.0,304.0,15.0,30.0,41.0,49.0,120.0,330.0,3.0,5.0,30.0,48.0
1319,Ron Stallings,74.0,170.0,75.0,Southpaw,3,1,0,2,0,1565,0.0,0.0,0.0,74,84,138,129,191,0,0,52,99,22,28,10,11,59,100,22,34,3,4,2.0,0.0,0.0,834.0,85.0,174.0,168.0,266.0,4.0,14.0,56.0,139.0,10.0,14.0,19.0,21.0,38.0,94.0,14.0,33.0,33.0,47.0
1320,Ronda Rousey,67.0,135.0,66.0,Orthodox,8,6,0,2,0,1484,2.0,5.0,1.0,712,118,227,257,372,8,11,83,187,24,28,11,12,39,127,50,66,29,34,1.0,1.0,1.0,189.0,117.0,197.0,140.0,220.0,2.0,4.0,95.0,172.0,16.0,19.0,6.0,6.0,85.0,150.0,28.0,42.0,4.0,5.0
1321,Rong Zhu,69.0,155.0,71.0,Orthodox,3,1,0,2,0,2475,1.0,0.0,0.0,751,176,368,232,442,10,16,145,333,19,23,12,12,129,300,2,3,45,65,0.0,3.0,2.0,155.0,263.0,475.0,311.0,534.0,0.0,1.0,153.0,341.0,61.0,78.0,49.0,56.0,247.0,450.0,7.0,9.0,9.0,16.0
1322,Ronnie Lawrence,68.0,135.0,68.0,Switch,3,2,0,1,0,2558,3.0,0.0,1.0,962,138,236,181,284,15,18,91,169,24,40,23,27,64,127,6,8,68,101,2.0,2.0,2.0,783.0,86.0,183.0,233.0,367.0,10.0,18.0,60.0,148.0,12.0,20.0,14.0,15.0,46.0,123.0,12.0,18.0,28.0,42.0
1323,Ronny Markes,73.0,185.0,75.0,Orthodox,5,3,0,2,0,3452,0.0,2.0,0.0,1674,125,234,270,410,12,30,50,148,27,32,48,54,65,166,38,42,22,26,3.0,1.0,1.0,426.0,140.0,257.0,269.0,401.0,0.0,11.0,85.0,186.0,30.0,35.0,25.0,36.0,82.0,180.0,23.0,28.0,35.0,49.0
1324,Rony Jason,67.0,145.0,73.0,Orthodox,9,4,0,4,1,4568,2.0,4.0,0.0,680,155,350,291,489,3,10,94,256,46,74,15,20,113,301,13,17,29,32,1.0,1.0,2.0,1315.0,239.0,516.0,423.0,722.0,19.0,30.0,153.0,392.0,35.0,66.0,51.0,58.0,146.0,396.0,14.0,19.0,79.0,101.0
1325,Roosevelt Roberts,74.0,155.0,73.0,Orthodox,8,4,0,3,1,4567,0.0,4.0,0.0,1140,226,541,336,666,5,23,172,470,28,40,26,31,180,486,13,17,33,38,2.0,3.0,1.0,1258.0,246.0,538.0,388.0,704.0,7.0,16.0,106.0,350.0,74.0,106.0,66.0,82.0,182.0,457.0,31.0,40.0,33.0,41.0
1326,Roque Martinez,70.0,250.0,72.0,Orthodox,3,0,0,3,0,2362,0.0,1.0,0.0,431,129,240,370,502,1,2,81,184,31,34,17,22,99,203,30,36,0,1,0.0,2.0,0.0,905.0,193.0,442.0,240.0,504.0,6.0,13.0,124.0,357.0,57.0,71.0,12.0,14.0,107.0,251.0,36.0,47.0,50.0,144.0
1327,Rory MacDonald,72.0,170.0,76.0,Orthodox,13,9,0,4,0,10682,1.0,5.0,1.0,1732,667,1570,810,1725,21,44,499,1302,125,213,43,55,509,1317,55,95,103,158,2.0,1.0,2.0,1246.0,499.0,1329.0,787.0,1648.0,5.0,45.0,323.0,1073.0,72.0,126.0,104.0,130.0,370.0,1123.0,59.0,105.0,70.0,101.0
1328,Rory Markham,72.0,170.0,71.0,Orthodox,3,1,0,2,0,333,1.0,0.0,0.0,1,11,51,11,51,0,0,8,46,2,3,1,2,8,47,3,4,0,0,2.0,0.0,0.0,79.0,57.0,104.0,77.0,128.0,0.0,0.0,46.0,92.0,2.0,2.0,9.0,10.0,35.0,76.0,3.0,4.0,19.0,24.0
1329,Rory Singer,74.0,185.0,77.0,Orthodox,4,2,0,2,0,2285,0.0,2.0,0.0,154,97,245,123,273,1,4,60,206,16,16,21,23,50,176,45,64,2,5,2.0,0.0,1.0,981.0,92.0,253.0,194.0,368.0,6.0,17.0,62.0,213.0,12.0,17.0,18.0,23.0,28.0,149.0,17.0,24.0,47.0,80.0
1330,Rose Namajunas,65.0,115.0,65.0,Orthodox,13,9,0,4,0,10604,4.0,7.0,2.0,2139,646,1587,761,1729,19,33,500,1377,95,147,51,63,498,1375,51,81,97,131,0.0,1.0,0.0,878.0,619.0,1583.0,920.0,1945.0,16.0,40.0,281.0,1120.0,140.0,227.0,198.0,236.0,477.0,1375.0,98.0,142.0,44.0,66.0
1331,Ross Pearson,68.0,155.0,69.0,Orthodox,26,12,0,13,1,18165,6.0,0.0,1.0,1272,1114,2766,1359,3041,15,42,588,2025,314,485,212,256,915,2470,172,245,27,51,8.0,2.0,1.0,2587.0,1238.0,3275.0,1465.0,3532.0,21.0,85.0,789.0,2642.0,245.0,365.0,204.0,268.0,977.0,2884.0,203.0,307.0,58.0,84.0
