FIGHTER,HEIGHT_fighter,WEIGHT_fighter,REACH_fighter,STANCE_fighter,Fights,Win,DRAW,Lost,No_contest,TotalTime,KD_fighter,SUB.ATT_fighter,REV._fighter,CTRL_fighter,SIG.STR._landed_fighter,SIG.STR._attemps_fighter,TOTAL STR._landed_fighter,TOTAL STR._attemps_fighter,TD_landed_fighter,TD_attemps_fighter,HEAD_landed_fighter,HEAD_attemps_fighter,BODY_landed_fighter,BODY_attemps_fighter,LEG_landed_fighter,LEG_attemps_fighter,DISTANCE_landed_fighter,DISTANCE_attemps_fighter,CLINCH_landed_fighter,CLINCH_attemps_fighter,GROUND_landed_fighter,GROUND_attemps_fighter,KD_opponent,SUB.ATT_opponent,REV._opponent,CTRL_opponent,SIG.STR._landed_opponent,SIG.STR._attemps_opponent,TOTAL STR._landed_opponent,TOTAL STR._attemps_opponent,TD_landed_opponent,TD_attemps_opponent,HEAD_landed_opponent,HEAD_attemps_opponent,BODY_landed_opponent,BODY_attemps_opponent,LEG_landed_opponent,LEG_attemps_opponent,DISTANCE_landed_opponent,DISTANCE_attemps_opponent,CLINCH_landed_opponent,CLINCH_attemps_opponent,GROUND_landed_opponent,GROUND_attemps_opponent,form_skore_fighter,Win_Decision,Win_Other,Win-striking,Win-ground,Lost_Decision,Lost_Other,Lost-striking,Lost-ground,AGE,fights_coef,lost_ground_rat,coef_zada,ground_def_skill,fights_coef_gr_att,win_ground_rat,coef_kontrola,ground_att_skill,fights_coef_str_def,lost_str_rat,coef_nohy,stand_def_skill,fights_coef_str_att,stand_att_skill,fights_coef_stamina,avg_time,win_dec_rat,stamina
Albert Cheng,71.0,170.0,0.0,Orthodox,1,0,0,1,0,300,0.0,0.0,0.0,6,5,12,5,12,0,1,4,10,1,2,0,0,5,12,0,0,0,0,0.0,0.0,0.0,32.0,13.0,45.0,15.0,47.0,0.0,0.0,10.0,37.0,0.0,1.0,3.0,7.0,13.0,45.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,37.0,-3.0,0.0,0.10666666666666667,63.8,-1.5,0.0,0.02,2.8999999999999986,1.0,0.0,0.8733333333333333,75.93333333333334,-1.5,41.3,-1.5,1.0,0.0,18.5
Albert Duraev,71.0,185.0,75.0,Orthodox,2,1,0,1,0,1500,0.0,1.0,0.0,441,81,190,169,325,3,18,57,156,9,14,15,20,50,141,1,1,30,48,3.0,0.0,0.0,47.0,69.0,198.0,84.0,219.0,1.0,2.0,45.0,156.0,18.0,36.0,6.0,6.0,58.0,179.0,5.0,10.0,6.0,9.0,-0.09999999999999998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0,-2.0,0.0,0.03133333333333333,67.06,-0.6666666666666666,0.0,0.294,25.229999999999997,2.0,0.0,0.6746666666666666,68.98666666666666,-0.6666666666666666,42.36,-1.0,2.5,0.5,42.5
Albert Morales,69.0,135.0,72.0,Orthodox,6,1,0,5,0,4450,0.0,0.0,1.0,732,278,805,380,955,3,8,163,645,28,42,87,118,248,750,11,29,19,26,2.0,5.0,2.0,1064.0,294.0,681.0,461.0,864.0,5.0,14.0,217.0,559.0,39.0,70.0,38.0,52.0,226.0,582.0,10.0,20.0,58.0,79.0,-1.1000000000000003,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,31.0,1.0,0.16666666666666666,0.23910112359550562,58.82696629213483,0.2857142857142857,0.0,0.1644943820224719,30.830818619582665,3.0,0.16666666666666666,0.5964044943820225,60.189513108614236,0.2857142857142857,50.26677367576244,0.3333333333333333,2.472222222222222,0.16666666666666666,35.80555555555556
Albert Tumenov,71.0,170.0,73.0,Orthodox,8,5,0,3,0,4450,5.0,0.0,1.0,164,279,664,300,697,1,5,223,583,44,67,12,14,243,598,20,31,16,35,0.0,2.0,0.0,947.0,248.0,598.0,300.0,655.0,9.0,36.0,123.0,431.0,62.0,90.0,63.0,77.0,202.0,539.0,19.0,25.0,27.0,34.0,-0.2999999999999999,2.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,31.0,1.3333333333333333,0.25,0.21280898876404494,57.44906367041199,0.4444444444444444,0.375,0.036853932584269666,26.99176029962547,8.0,0.0,0.7503370786516854,78.01348314606741,0.6666666666666666,78.64016853932584,1.0,1.8541666666666667,0.25,41.85416666666667
Alberta Cerra Leon,68.0,238.0,0.0,0,1,0,0,1,0,591,0.0,0.0,0.0,0,1,3,9,11,0,0,1,3,0,0,0,0,1,1,0,0,0,2,0.0,1.0,0.0,0.0,4.0,6.0,20.0,22.0,1.0,1.0,4.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.5,1.0,0.0,38.5,-1.5,0.0,0.0,2.0,1.0,0.0,1.0,81.0,-1.5,47.0,-1.5,1.97,0.0,19.47
Alberto Crane,65.0,155.0,0.0,Orthodox,2,0,0,2,0,1125,1.0,5.0,2.0,270,8,32,26,52,0,11,3,25,3,4,2,3,8,32,0,0,0,0,0.0,0.0,0.0,514.0,49.0,115.0,134.0,214.0,1.0,2.0,39.0,100.0,5.0,10.0,5.0,5.0,19.0,52.0,1.0,2.0,29.0,61.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,46.0,-0.6666666666666666,1.0,0.4568888888888889,25.626666666666665,-0.6666666666666666,0.0,0.24,22.799999999999997,2.0,0.0,0.3031111111111111,54.12444444444444,-0.6666666666666666,25.64,-0.6666666666666666,1.875,0.0,23.541666666666668
Alberto Mina,72.0,170.0,77.0,Orthodox,4,3,0,1,0,2434,3.0,0.0,1.0,254,131,336,165,386,5,24,93,279,13,26,25,31,96,277,14,26,21,33,0.0,1.0,0.0,438.0,150.0,284.0,192.0,338.0,4.0,8.0,110.0,230.0,12.0,19.0,28.0,35.0,118.0,235.0,10.0,19.0,22.0,30.0,0.40000000000000013,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,40.0,0.0,0.0,0.1799506984387839,64.60147904683649,0.0,0.5,0.10435497124075596,24.695973705834017,4.0,0.0,0.7156943303204601,72.6277732128184,0.0,74.70624486442071,0.0,2.0283333333333333,0.25,37.028333333333336
Alberto Uda,75.0,185.0,0.0,Orthodox,2,0,0,2,0,636,0.0,0.0,1.0,295,19,36,49,67,2,4,15,27,4,6,0,3,4,17,11,13,4,6,1.0,1.0,0.0,182.0,37.0,68.0,84.0,129.0,2.0,6.0,31.0,59.0,6.0,9.0,0.0,0.0,14.0,29.0,10.0,19.0,13.0,20.0,-0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0,-1.0,0.5,0.2861635220125786,45.41509433962264,-0.6666666666666666,0.0,0.4638364779874214,32.87264150943396,1.0,0.5,0.25,31.0,-0.6666666666666666,23.25,-0.6666666666666666,1.06,0.0,22.726666666666667
Alejandro Perez,66.0,135.0,65.0,Orthodox,13,8,0,5,0,8332,1.0,3.0,0.0,530,479,1344,647,1529,5,22,296,1081,60,81,123,182,383,1193,28,54,68,97,5.0,6.0,1.0,651.0,442.0,1155.0,474.0,1192.0,9.0,31.0,214.0,828.0,119.0,184.0,109.0,143.0,414.0,1097.0,13.0,36.0,15.0,22.0,-0.5,4.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,33.0,4.5,0.07692307692307693,0.07813250120019204,69.84833265630193,0.75,0.07692307692307693,0.06361017762842054,38.78553491635585,6.5,0.07692307692307693,0.8582573211713874,77.75336976993242,0.6923076923076923,70.3908102219432,1.5,2.1364102564102563,0.3076923076923077,46.944102564102565
Aleksa Camur,73.0,205.0,74.0,Orthodox,3,1,0,2,0,2700,0.0,0.0,0.0,326,199,343,265,412,2,8,116,232,61,78,22,33,159,294,39,48,1,1,0.0,1.0,1.0,765.0,153.0,378.0,217.0,449.0,5.0,10.0,128.0,339.0,15.0,27.0,10.0,12.0,109.0,325.0,25.0,32.0,19.0,21.0,-0.6,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,27.0,-1.0,0.0,0.2833333333333333,60.5,-0.25,0.0,0.12074074074074075,22.433333333333334,3.0,0.0,0.595925925925926,66.83703703703704,-0.25,43.81666666666667,-0.3333333333333333,3.0,0.3333333333333333,39.666666666666664
Aleksandar Rakic,76.0,205.0,78.0,Orthodox,8,6,0,2,0,5463,4.0,1.0,0.0,2137,365,724,712,1099,5,20,210,516,63,82,92,126,209,524,41,50,115,150,1.0,1.0,0.0,215.0,209.0,448.0,362.0,605.0,2.0,20.0,93.0,284.0,46.0,78.0,70.0,86.0,158.0,382.0,40.0,51.0,11.0,15.0,0.10000000000000006,4.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,30.0,4.0,0.0,0.03935566538531942,72.81933003844041,0.4444444444444444,0.25,0.3911770089694307,42.93629873695771,8.0,0.0,0.5694673256452498,70.77869302580999,0.5714285714285714,63.7331725111791,1.3333333333333333,2.27625,0.5,53.94291666666666
Aleksandra Albu,62.0,115.0,63.0,Orthodox,4,2,0,2,0,2375,0.0,1.0,0.0,382,191,405,241,472,6,12,138,335,45,60,8,10,112,305,62,78,17,22,0.0,1.0,1.0,603.0,220.0,358.0,315.0,462.0,4.0,18.0,99.0,214.0,80.0,102.0,41.0,42.0,107.0,215.0,100.0,123.0,13.0,20.0,-0.3999999999999999,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,32.0,0.0,0.25,0.2538947368421053,54.88315789473684,0.0,0.0,0.1608421052631579,38.48789473684211,4.0,0.0,0.5852631578947368,67.41052631578947,0.0,46.33684210526316,0.0,1.9791666666666667,0.25,36.979166666666664
Aleksei Kunchenko,68.0,170.0,70.0,Orthodox,4,2,0,2,0,3600,0.0,0.0,0.0,130,220,496,409,697,1,3,125,362,34,58,61,76,172,432,38,50,10,14,0.0,0.0,0.0,782.0,170.0,470.0,203.0,507.0,5.0,26.0,73.0,317.0,37.0,72.0,60.0,81.0,153.0,444.0,5.0,9.0,12.0,17.0,-0.3999999999999999,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,38.0,0.0,0.0,0.21722222222222223,63.483333333333334,0.0,0.0,0.03611111111111111,21.625,4.0,0.0,0.7466666666666667,73.86666666666667,0.0,53.6,0.0,3.0,0.5,48.0
Aleksei Oleinik,74.0,240.0,80.0,Orthodox,17,9,0,8,0,6940,2.0,15.0,4.0,2110,380,777,744,1172,14,30,239,615,91,102,50,60,266,620,86,118,28,39,5.0,1.0,4.0,2032.0,440.0,790.0,670.0,1032.0,15.0,24.0,347.0,678.0,67.0,85.0,26.0,27.0,248.0,555.0,85.0,110.0,107.0,125.0,-0.7000000000000002,1.0,0.0,1.0,7.0,3.0,1.0,3.0,1.0,45.0,6.5,0.058823529411764705,0.29279538904899133,65.95143244617732,1.1818181818181819,0.058823529411764705,0.30403458213256485,66.39278614248948,4.25,0.17647058823529413,0.4031700288184438,53.31797762332599,0.7647058823529411,49.96618070859468,1.4444444444444444,1.3607843137254902,0.058823529411764705,35.9359477124183
Alen Amedovski,70.0,185.0,74.0,Orthodox,4,0,0,4,0,1216,0.0,0.0,1.0,13,20,66,20,66,0,0,13,54,2,5,5,7,17,61,0,0,3,5,3.0,1.0,0.0,602.0,78.0,145.0,146.0,225.0,5.0,5.0,64.0,122.0,8.0,15.0,6.0,8.0,33.0,89.0,1.0,1.0,44.0,55.0,-1.4000000000000001,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,34.0,0.0,0.25,0.49506578947368424,47.64802631578947,0.0,0.0,0.01069078947368421,20.48108552631579,1.3333333333333333,0.5,0.4942434210526316,41.103070175438596,0.0,42.240953947368425,0.0,1.0133333333333334,0.0,26.013333333333332
Alessandro Costa,0.0,125.0,0.0,0,1,0,0,1,0,733,0.0,0.0,0.0,0,17,71,38,107,0,0,6,55,6,10,5,6,16,70,1,1,0,0,2.0,0.0,0.0,354.0,37.0,81.0,62.0,110.0,1.0,4.0,23.0,67.0,10.0,10.0,4.0,4.0,23.0,58.0,0.0,0.0,14.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,27.0,-3.0,0.0,0.4829467939972715,52.51159618008185,-1.5,0.0,0.0,2.0,0.5,1.0,0.5170532060027285,21.18212824010914,-1.5,25.267394270122782,-1.5,2.4433333333333334,0.0,19.943333333333335
Alessio Di Chirico,72.0,185.0,74.0,Orthodox,11,4,0,7,0,6786,3.0,0.0,0.0,707,375,944,462,1044,11,28,254,765,67,114,54,65,314,842,45,71,16,31,3.0,4.0,1.0,562.0,389.0,1011.0,580.0,1217.0,4.0,24.0,196.0,741.0,110.0,168.0,83.0,102.0,335.0,940.0,53.0,70.0,1.0,1.0,-0.9000000000000001,2.0,0.0,2.0,0.0,4.0,0.0,2.0,1.0,33.0,3.5,0.09090909090909091,0.08281756557618626,68.28820030544168,0.5833333333333334,0.18181818181818182,0.10418508694370764,31.688328912466844,3.6666666666666665,0.18181818181818182,0.8129973474801061,68.91383329314364,0.7,73.16669881842296,0.875,2.056363636363636,0.18181818181818182,38.70409090909091
Alessio Sakara,72.0,185.0,72.0,Orthodox,15,6,0,8,1,4535,4.0,0.0,2.0,1233,299,626,421,764,11,14,241,552,49,64,9,10,133,343,56,87,110,196,4.0,3.0,0.0,978.0,212.0,520.0,463.0,808.0,13.0,35.0,150.0,445.0,21.0,24.0,41.0,51.0,107.0,354.0,43.0,69.0,62.0,97.0,-1.3,2.0,1.0,2.0,1.0,1.0,2.0,2.0,4.0,41.0,2.2,0.26666666666666666,0.21565600882028665,57.730319735391404,0.7333333333333333,0.13333333333333333,0.27188533627342887,44.034840132304296,5.0,0.13333333333333333,0.5124586549062845,60.16501286291805,0.7857142857142857,58.489210899354234,1.2222222222222223,1.0077777777777777,0.13333333333333333,37.45222222222222
Alex Andrade,71.0,200.0,0.0,Orthodox,1,0,0,1,0,343,1.0,0.0,0.0,92,12,27,30,45,0,1,8,23,3,3,1,1,6,18,6,9,0,0,0.0,0.0,0.0,14.0,6.0,10.0,16.0,20.0,0.0,0.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,6.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,-3.0,0.0,0.04081632653061224,65.77551020408163,-1.5,0.0,0.26822157434402333,14.06997084548105,1.0,0.0,0.6909620991253644,68.63848396501459,-1.5,33.0932944606414,-1.5,1.1433333333333333,0.0,18.643333333333334
Alex Caceres,70.0,145.0,73.0,Southpaw,27,15,0,11,1,18946,5.0,16.0,11.0,2375,1315,2576,1570,2860,12,17,850,1967,302,409,163,200,1120,2303,114,155,81,118,5.0,13.0,7.0,4363.0,922.0,2578.0,1296.0,3027.0,43.0,120.0,532.0,2009.0,166.0,288.0,224.0,281.0,772.0,2341.0,65.0,96.0,85.0,141.0,0.5000000000000002,9.0,1.0,1.0,4.0,5.0,1.0,1.0,5.0,34.0,3.8333333333333335,0.18518518518518517,0.23028607621661565,61.36919549127931,0.9583333333333334,0.037037037037037035,0.125356275731025,43.80769907456279,13.5,0.037037037037037035,0.6443576480523593,77.79282444061289,0.8518518518518519,60.88498305124506,1.9166666666666667,2.3390123456790124,0.3333333333333333,50.25567901234568
Alex Chambers,63.0,115.0,63.0,Southpaw,5,1,0,4,0,2730,0.0,3.0,0.0,623,135,250,214,341,7,17,78,162,29,42,28,46,88,179,32,55,15,16,0.0,9.0,2.0,1026.0,232.0,469.0,484.0,777.0,7.0,15.0,132.0,324.0,66.0,98.0,34.0,47.0,120.0,295.0,80.0,131.0,32.0,43.0,-1.1000000000000003,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,44.0,0.25,0.6,0.3758241758241758,40.97527472527473,0.2,0.0,0.2282051282051282,41.669230769230765,5.0,0.0,0.39597069597069595,60.83882783882784,0.16666666666666666,39.818681318681314,0.2,1.82,0.0,27.82
Alex Da Silva,68.0,155.0,73.0,Orthodox,4,1,0,3,0,3190,1.0,1.0,1.0,1662,114,246,222,382,7,16,72,198,25,29,17,19,87,211,9,12,18,23,0.0,4.0,1.0,526.0,134.0,309.0,254.0,444.0,3.0,13.0,104.0,274.0,19.0,23.0,11.0,12.0,106.0,275.0,11.0,15.0,17.0,19.0,-0.8,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,26.0,0.0,0.25,0.16489028213166143,57.55329153605015,0.0,0.0,0.5210031347962383,43.445141065830725,4.0,0.0,0.3141065830721003,56.56426332288402,0.0,34.13479623824451,0.0,2.658333333333333,0.25,37.65833333333333
Alex Garcia,69.0,170.0,72.0,Orthodox,10,5,0,5,0,7024,3.0,1.0,1.0,1955,212,676,330,818,29,55,176,620,25,44,11,12,160,582,30,50,22,44,2.0,0.0,3.0,1105.0,355.0,870.0,601.0,1135.0,7.0,21.0,216.0,687.0,78.0,118.0,61.0,65.0,266.0,741.0,39.0,64.0,50.0,65.0,-0.7,2.0,0.0,2.0,1.0,4.0,0.0,1.0,0.0,35.0,6.0,0.0,0.15731776765375854,71.28046697038724,0.6,0.2,0.27833143507972663,44.2249145785877,5.0,0.1,0.5643507972665148,63.57403189066059,0.6666666666666666,62.395785876993166,1.0,2.341333333333333,0.2,40.34133333333333
Alex Gorgees,74.0,155.0,74.0,Switch,1,0,0,1,0,900,0.0,0.0,0.0,0,10,31,22,43,0,0,5,21,3,5,2,5,5,26,5,5,0,0,0.0,0.0,0.0,586.0,34.0,55.0,103.0,137.0,5.0,11.0,22.0,38.0,9.0,13.0,3.0,4.0,20.0,32.0,3.0,3.0,11.0,20.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,-3.0,0.0,0.6511111111111111,47.46666666666667,-1.5,0.0,0.0,2.0,1.0,0.0,0.3488888888888889,54.955555555555556,-1.5,17.700000000000003,-1.5,3.0,0.0,20.5
Alex Hunter,69.0,226.0,0.0,Orthodox,2,2,0,0,0,870,0.0,0.0,1.0,0,18,30,36,55,2,6,12,23,4,5,2,2,5,6,3,5,10,19,0.0,4.0,0.0,0.0,13.0,23.0,28.0,38.0,1.0,1.0,2.0,10.0,11.0,13.0,0.0,0.0,1.0,7.0,12.0,16.0,0.0,0.0,0.9,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,68.0,-1.0,0.0,0.0,30.5,2.0,0.0,1.0,82.0,-0.6666666666666666,57.0,-2.0,1.45,0.5,36.45
Alex Karalexis,68.0,155.0,66.0,Orthodox,3,1,0,2,0,1249,0.0,3.0,0.0,262,42,138,74,171,1,5,35,127,5,9,2,2,11,76,22,50,9,12,0.0,3.0,0.0,239.0,67.0,139.0,94.0,166.0,1.0,5.0,36.0,95.0,30.0,42.0,1.0,2.0,32.0,82.0,35.0,57.0,0.0,0.0,-0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,45.0,-0.5,0.3333333333333333,0.19135308246597277,53.75940752602082,-0.3333333333333333,0.0,0.20976781425140112,40.43955164131305,3.0,0.0,0.5988791032826261,66.95516413130504,-0.25,43.949559647718175,-0.3333333333333333,1.3877777777777778,0.0,24.72111111111111
Alex Morono,71.0,170.0,72.0,Orthodox,17,11,0,5,1,11902,5.0,4.0,1.0,870,1035,2428,1202,2615,4,20,829,2140,134,199,72,89,897,2200,85,135,53,93,4.0,0.0,2.0,1464.0,811.0,1927.0,929.0,2062.0,13.0,28.0,404.0,1345.0,292.0,428.0,115.0,154.0,728.0,1787.0,51.0,92.0,32.0,48.0,0.5000000000000002,8.0,0.0,1.0,2.0,3.0,1.0,2.0,0.0,32.0,13.0,0.0,0.1230045370525962,79.30986388842211,0.8125,0.058823529411764705,0.0730969584943707,38.3334807793055,5.666666666666667,0.11764705882352941,0.8038985044530331,73.11672449184682,0.7647058823529411,67.99896211215119,2.1666666666666665,2.3337254901960787,0.47058823529411764,56.99058823529412
Alex Nicholson,76.0,185.0,77.0,Orthodox,4,1,0,3,0,1705,1.0,1.0,0.0,1,117,268,121,272,0,0,67,201,23,36,27,31,109,254,5,11,3,3,1.0,2.0,0.0,431.0,132.0,250.0,200.0,333.0,5.0,10.0,92.0,200.0,26.0,33.0,14.0,17.0,89.0,190.0,16.0,27.0,27.0,33.0,-0.8,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,32.0,0.0,0.5,0.2527859237536657,47.41642228739003,0.0,0.25,0.0005865102639296188,20.026392961876834,4.0,0.0,0.7466275659824047,73.86510263929618,0.0,64.8482404692082,0.0,1.4208333333333334,0.0,26.420833333333334
Alex Oliveira,71.0,170.0,76.0,Orthodox,22,11,0,10,1,12623,6.0,8.0,1.0,4165,629,1230,909,1561,33,86,356,884,158,218,115,128,374,857,142,209,113,164,4.0,7.0,7.0,3171.0,537.0,1007.0,876.0,1392.0,17.0,47.0,328.0,737.0,90.0,135.0,119.0,135.0,303.0,704.0,108.0,141.0,126.0,162.0,-1.3,4.0,0.0,3.0,4.0,3.0,1.0,1.0,6.0,34.0,2.5714285714285716,0.2727272727272727,0.2512081121761863,56.8533670243248,0.9473684210526315,0.13636363636363635,0.32995325992236396,54.398135930956144,11.0,0.045454545454545456,0.4188386279014497,65.93536329787618,0.9,55.78410189192887,1.6363636363636365,1.9125757575757576,0.18181818181818182,42.36712121212121
Alex Pereira,76.0,185.0,79.0,Orthodox,4,4,0,0,0,2695,2.0,0.0,0.0,115,235,394,355,526,1,1,111,234,85,103,39,57,191,339,42,51,2,4,0.0,0.0,0.0,633.0,104.0,202.0,145.0,257.0,3.0,11.0,53.0,129.0,27.0,39.0,24.0,34.0,92.0,182.0,5.0,9.0,7.0,11.0,1.4000000000000001,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.23487940630797774,62.95361781076067,0.0,0.75,0.04267161410018553,21.92022263450835,4.0,0.0,0.7224489795918367,72.89795918367346,0.0,86.26020408163265,0.0,2.245833333333333,0.25,37.24583333333334
Alex Perez,66.0,125.0,65.0,Orthodox,9,6,0,3,0,3306,3.0,4.0,0.0,1270,258,524,422,715,11,25,161,390,32,53,65,81,173,408,39,55,46,61,0.0,2.0,0.0,198.0,172.0,443.0,260.0,539.0,2.0,7.0,125.0,375.0,33.0,44.0,14.0,24.0,128.0,388.0,11.0,14.0,33.0,41.0,-0.2999999999999999,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,30.0,1.25,0.3333333333333333,0.05989110707803993,59.453266787658805,0.625,0.2222222222222222,0.3841500302480339,54.78675136116152,9.0,0.0,0.5559588626739262,71.23835450695705,0.625,62.51814882032668,1.25,1.2244444444444444,0.2222222222222222,41.36333333333333
Alex Reyes,71.0,170.0,73.0,Orthodox,1,0,0,1,0,79,0.0,0.0,0.0,18,6,13,6,13,0,0,1,7,4,5,1,1,3,10,3,3,0,0,1.0,0.0,0.0,2.0,11.0,18.0,11.0,18.0,0.0,0.0,10.0,17.0,0.0,0.0,1.0,1.0,4.0,11.0,6.0,6.0,1.0,1.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,-3.0,0.0,0.02531645569620253,66.24050632911393,-1.5,0.0,0.22784810126582278,12.253164556962025,0.5,1.0,0.7468354430379747,30.373417721518987,-1.5,35.60759493670886,-1.5,0.2633333333333333,0.0,17.763333333333335
Alex Ricci,71.0,155.0,0.0,Orthodox,2,0,0,2,0,1184,0.0,0.0,0.0,88,49,119,104,177,0,2,19,66,19,38,11,15,34,96,15,22,0,1,1.0,0.0,0.0,673.0,50.0,142.0,66.0,165.0,5.0,14.0,30.0,108.0,12.0,22.0,8.0,12.0,38.0,111.0,11.0,24.0,1.0,7.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,40.0,-2.0,0.0,0.5684121621621622,50.94763513513514,-0.6666666666666666,0.0,0.07432432432432433,15.344594594594595,1.0,0.5,0.3572635135135135,35.29054054054054,-0.6666666666666666,28.076858108108105,-0.6666666666666666,1.9733333333333334,0.0,23.64
Alex Schoenauer,75.0,185.0,0.0,Orthodox,1,0,0,1,0,20,0.0,0.0,0.0,0,1,4,1,4,0,0,0,2,0,1,1,1,1,4,0,0,0,0,1.0,0.0,0.0,0.0,7.0,13.0,7.0,13.0,0.0,0.0,6.0,12.0,0.0,0.0,1.0,1.0,7.0,13.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,-3.0,0.0,0.0,67.0,-1.5,0.0,0.0,2.0,0.5,1.0,1.0,40.5,-1.5,47.0,-1.5,0.06666666666666667,0.0,17.566666666666666
Alex Soto,68.0,135.0,0.0,Southpaw,2,0,0,2,0,956,0.0,0.0,0.0,55,47,186,52,193,3,10,19,142,21,36,7,8,41,176,4,8,2,2,3.0,0.0,0.0,8.0,80.0,197.0,90.0,208.0,0.0,0.0,59.0,166.0,14.0,22.0,7.0,9.0,64.0,169.0,9.0,18.0,7.0,10.0,-0.9,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,38.0,-2.0,0.0,0.008368200836820083,67.7489539748954,-0.6666666666666666,0.0,0.05753138075313807,14.588912133891213,1.0,0.5,0.9341004184100419,58.36401673640167,-0.6666666666666666,54.03451882845189,-0.6666666666666666,1.5933333333333333,0.0,23.26
Alex Stiebling,74.0,205.0,0.0,Southpaw,1,0,0,1,0,600,0.0,1.0,0.0,0,4,7,38,42,0,0,3,5,1,2,0,0,0,2,1,2,3,3,0.0,3.0,0.0,564.0,9.0,19.0,68.0,78.0,2.0,4.0,7.0,17.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,17.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.94,38.8,-1.5,0.0,0.0,2.0,1.0,0.0,0.06,43.4,-1.5,4.699999999999999,-1.5,2.0,0.0,19.5
Alex Torres,70.0,145.0,0.0,Orthodox,1,0,0,1,0,900,0.0,0.0,0.0,195,37,99,40,102,2,9,22,73,8,12,7,14,26,74,11,25,0,0,0.0,0.0,0.0,98.0,41.0,134.0,61.0,158.0,1.0,2.0,32.0,121.0,9.0,12.0,0.0,1.0,24.0,96.0,15.0,34.0,2.0,4.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0,-3.0,0.0,0.10888888888888888,63.733333333333334,-1.5,0.0,0.21666666666666667,11.75,1.0,0.0,0.6744444444444444,67.97777777777777,-1.5,32.349999999999994,-1.5,3.0,0.0,20.5
Alex White,72.0,155.0,71.0,Southpaw,10,4,0,6,0,6881,4.0,4.0,2.0,527,431,1026,572,1187,7,25,265,780,138,211,28,35,288,816,118,176,25,34,2.0,5.0,1.0,2316.0,352.0,897.0,470.0,1038.0,11.0,38.0,223.0,671.0,66.0,128.0,63.0,98.0,240.0,727.0,65.0,102.0,47.0,68.0,-0.5,2.0,0.0,2.0,0.0,4.0,0.0,1.0,1.0,34.0,3.0,0.1,0.33657898561255634,59.90263043162331,0.5454545454545454,0.2,0.07658770527539602,29.991901282847365,5.0,0.1,0.5868333091120477,64.4733323644819,0.6666666666666666,63.40749891004215,0.8571428571428571,2.2936666666666667,0.2,39.57938095238095
